F10.7,SSN,Datetime,Kp,Ap
125.7,115,1971-10-24,1.667,6.0
124.4,123,1971-10-25,1.667,6.0
119.3,116,1971-10-26,2.0,7.0
116.1,112,1971-10-27,1.0,4.0
110.5,98,1971-10-28,4.667,39.0
105.1,88,1971-10-29,4.0,27.0
107.5,74,1971-10-30,0.333,2.0
106.2,84,1971-10-31,0.667,3.0
109.5,103,1971-11-01,1.0,4.0
111.7,98,1971-11-02,0.667,3.0
115.2,88,1971-11-03,0.333,2.0
112.9,93,1971-11-04,0.667,3.0
116.0,98,1971-11-05,1.333,5.0
109.5,91,1971-11-06,1.0,4.0
104.6,75,1971-11-07,0.333,2.0
100.8,82,1971-11-08,2.333,9.0
101.6,79,1971-11-09,0.333,2.0
102.7,69,1971-11-10,2.0,7.0
104.6,64,1971-11-11,2.667,12.0
102.7,65,1971-11-12,2.333,9.0
103.3,59,1971-11-13,0.333,2.0
103.1,43,1971-11-14,1.333,5.0
101.1,40,1971-11-15,0.667,3.0
104.7,37,1971-11-16,0.333,2.0
105.5,59,1971-11-17,0.667,3.0
104.1,64,1971-11-18,1.0,4.0
107.6,68,1971-11-19,1.667,6.0
113.0,71,1971-11-20,2.0,7.0
114.8,88,1971-11-21,3.333,18.0
118.8,105,1971-11-22,5.333,56.0
120.4,110,1971-11-23,5.333,56.0
121.6,122,1971-11-24,4.667,39.0
121.7,123,1971-11-25,4.0,27.0
128.7,137,1971-11-26,0.333,2.0
128.2,144,1971-11-27,2.333,9.0
125.6,150,1971-11-28,1.333,5.0
117.2,140,1971-11-29,1.333,5.0
114.2,119,1971-11-30,2.0,7.0
116.9,89,1971-12-01,2.333,9.0
109.3,92,1971-12-02,1.667,6.0
109.8,78,1971-12-03,1.0,4.0
106.2,58,1971-12-04,2.667,12.0
111.7,84,1971-12-05,1.0,4.0
111.7,116,1971-12-06,0.667,3.0
113.0,119,1971-12-07,0.0,0.0
114.7,122,1971-12-08,0.667,3.0
121.1,142,1971-12-09,2.333,9.0
122.4,143,1971-12-10,0.333,2.0
122.2,144,1971-12-11,2.667,12.0
124.1,139,1971-12-12,4.0,27.0
118.7,122,1971-12-13,3.333,18.0
118.5,119,1971-12-14,0.333,2.0
117.3,126,1971-12-15,0.0,0.0
117.7,126,1971-12-16,4.333,32.0
131.2,157,1971-12-17,5.333,56.0
134.7,166,1971-12-18,2.0,7.0
134.4,153,1971-12-19,1.0,4.0
135.2,144,1971-12-20,2.667,12.0
135.7,126,1971-12-21,3.667,22.0
139.1,125,1971-12-22,3.333,18.0
132.9,125,1971-12-23,0.667,3.0
129.4,129,1971-12-24,1.0,4.0
126.8,125,1971-12-25,2.333,9.0
120.2,108,1971-12-26,3.0,15.0
120.2,106,1971-12-27,0.0,0.0
113.2,92,1971-12-28,2.0,7.0
112.6,85,1971-12-29,3.667,22.0
112.3,76,1971-12-30,1.333,5.0
106.7,74,1971-12-31,2.667,12.0
104.7,71,1972-01-01,3.0,15.0
103.1,67,1972-01-02,1.0,4.0
99.6,69,1972-01-03,1.0,4.0
97.8,71,1972-01-04,2.0,7.0
99.1,76,1972-01-05,0.333,2.0
103.1,78,1972-01-06,0.333,2.0
99.5,75,1972-01-07,1.333,5.0
98.8,71,1972-01-08,1.333,5.0
94.3,55,1972-01-09,1.667,6.0
92.4,41,1972-01-10,3.0,15.0
95.8,32,1972-01-11,2.667,12.0
99.6,39,1972-01-12,1.667,6.0
99.1,40,1972-01-13,1.333,5.0
105.8,52,1972-01-14,1.0,4.0
115.4,57,1972-01-15,1.333,5.0
113.5,52,1972-01-16,2.667,12.0
113.9,64,1972-01-17,2.333,9.0
110.9,76,1972-01-18,2.333,9.0
115.9,86,1972-01-19,2.0,7.0
123.1,98,1972-01-20,2.0,7.0
127.9,110,1972-01-21,1.667,6.0
123.1,126,1972-01-22,4.333,32.0
124.19715252394788,149,1972-01-23,4.0,27.0
129.36169878375262,171,1972-01-24,2.0,7.0
131.8,144,1972-01-25,3.667,22.0
123.9,129,1972-01-26,2.667,12.0
118.9,130,1972-01-27,2.667,12.0
119.5,143,1972-01-28,4.667,39.0
116.1,144,1972-01-29,3.0,15.0
112.9,102,1972-01-30,3.333,18.0
111.8,79,1972-01-31,1.333,5.0
106.7,75,1972-02-01,2.0,7.0
106.5,69,1972-02-02,1.667,6.0
104.8,59,1972-02-03,1.0,4.0
103.6,62,1972-02-04,1.667,6.0
102.7,64,1972-02-05,2.0,7.0
98.6,57,1972-02-06,2.333,9.0
102.1,64,1972-02-07,4.0,27.0
104.3,76,1972-02-08,1.0,4.0
106.4,71,1972-02-09,1.667,6.0
113.5,74,1972-02-10,3.0,15.0
118.5,81,1972-02-11,1.333,5.0
124.0,85,1972-02-12,0.333,2.0
126.3,101,1972-02-13,4.0,27.0
136.7,120,1972-02-14,4.0,27.0
145.9,147,1972-02-15,2.333,9.0
153.2,183,1972-02-16,1.333,5.0
168.3,191,1972-02-17,4.0,27.0
184.3,204,1972-02-18,4.667,39.0
190.7,224,1972-02-19,1.667,6.0
202.5,222,1972-02-20,2.0,7.0
189.7,218,1972-02-21,0.667,3.0
180.5,222,1972-02-22,1.333,5.0
175.6,193,1972-02-23,2.333,9.0
164.3,159,1972-02-24,3.667,22.0
151.9,132,1972-02-25,2.333,9.0
149.3,125,1972-02-26,0.667,3.0
140.3,112,1972-02-27,2.667,12.0
133.3,120,1972-02-28,1.333,5.0
130.5,123,1972-02-29,0.333,2.0
125.5,109,1972-03-01,3.0,15.0
129.6,118,1972-03-02,3.333,18.0
131.2,122,1972-03-03,2.0,7.0
137.0,112,1972-03-04,1.333,5.0
140.8,98,1972-03-05,2.0,7.0
143.7,91,1972-03-06,7.333,154.0
143.4,98,1972-03-07,3.667,22.0
141.6,115,1972-03-08,0.667,3.0
137.5,112,1972-03-09,1.333,5.0
132.4,112,1972-03-10,2.333,9.0
135.0,102,1972-03-11,0.333,2.0
128.5,103,1972-03-12,2.0,7.0
129.4,120,1972-03-13,2.0,7.0
129.7,139,1972-03-14,1.333,5.0
135.4,156,1972-03-15,2.667,12.0
133.0,147,1972-03-16,3.0,15.0
133.9,154,1972-03-17,3.667,22.0
131.9,147,1972-03-18,1.333,5.0
131.0,146,1972-03-19,2.0,7.0
135.3,152,1972-03-20,1.667,6.0
135.8,152,1972-03-21,2.0,7.0
131.2,144,1972-03-22,2.667,12.0
140.0,161,1972-03-23,2.667,12.0
126.7,154,1972-03-24,1.667,6.0
116.4,139,1972-03-25,1.667,6.0
110.4,78,1972-03-26,4.0,27.0
104.1,48,1972-03-27,3.333,18.0
101.1,41,1972-03-28,0.667,3.0
96.6,43,1972-03-29,4.667,39.0
98.3,54,1972-03-30,2.667,12.0
95.8,52,1972-03-31,4.0,27.0
96.0,57,1972-04-01,5.0,48.0
97.4,61,1972-04-02,1.333,5.0
98.1,61,1972-04-03,2.667,12.0
101.0,54,1972-04-04,2.333,9.0
105.4,59,1972-04-05,1.0,4.0
118.1,79,1972-04-06,0.667,3.0
121.4,101,1972-04-07,2.333,9.0
123.8,103,1972-04-08,1.667,6.0
130.6,112,1972-04-09,0.0,0.0
130.4,116,1972-04-10,1.667,6.0
129.8,105,1972-04-11,1.333,5.0
128.4,113,1972-04-12,3.0,15.0
128.4,105,1972-04-13,2.333,9.0
125.1,89,1972-04-14,1.667,6.0
126.0,95,1972-04-15,1.667,6.0
124.4,85,1972-04-16,2.333,9.0
120.3,78,1972-04-17,2.0,7.0
115.7,84,1972-04-18,3.333,18.0
115.5,82,1972-04-19,0.333,2.0
111.3,92,1972-04-20,3.667,22.0
106.9,109,1972-04-21,0.333,2.0
109.4,115,1972-04-22,4.0,27.0
108.4,118,1972-04-23,3.333,18.0
110.2,116,1972-04-24,0.667,3.0
111.7,125,1972-04-25,1.333,5.0
109.9,118,1972-04-26,1.667,6.0
109.0,89,1972-04-27,2.0,7.0
103.2,82,1972-04-28,1.333,5.0
98.5,54,1972-04-29,5.333,56.0
97.1,32,1972-04-30,3.333,18.0
95.0,40,1972-05-01,2.667,12.0
94.9,55,1972-05-02,3.333,18.0
97.7,45,1972-05-03,1.0,4.0
102.8,48,1972-05-04,0.333,2.0
108.7,69,1972-05-05,3.0,15.0
117.6,96,1972-05-06,1.667,6.0
120.8,112,1972-05-07,1.333,5.0
128.8,110,1972-05-08,0.667,3.0
133.1,137,1972-05-09,3.667,22.0
138.3,133,1972-05-10,2.0,7.0
140.9,125,1972-05-11,2.333,9.0
148.6,130,1972-05-12,1.333,5.0
161.7,150,1972-05-13,3.0,15.0
162.8,188,1972-05-14,1.667,6.0
164.7,174,1972-05-15,6.333,94.0
161.8,177,1972-05-16,1.333,5.0
169.4,198,1972-05-17,2.0,7.0
165.4,188,1972-05-18,1.0,4.0
156.7,180,1972-05-19,2.0,7.0
152.3,163,1972-05-20,1.667,6.0
148.2,136,1972-05-21,1.0,4.0
143.3,112,1972-05-22,1.333,5.0
135.2,92,1972-05-23,2.667,12.0
135.5,82,1972-05-24,0.333,2.0
127.4,79,1972-05-25,2.333,9.0
116.2,74,1972-05-26,3.0,15.0
114.3,62,1972-05-27,3.0,15.0
110.9,62,1972-05-28,1.667,6.0
116.1,82,1972-05-29,2.333,9.0
116.8,112,1972-05-30,2.667,12.0
122.6,120,1972-05-31,3.0,15.0
128.2,120,1972-06-01,1.0,4.0
130.0,136,1972-06-02,2.0,7.0
137.5,149,1972-06-03,2.0,7.0
149.6,171,1972-06-04,2.333,9.0
164.8,197,1972-06-05,2.0,7.0
159.2,163,1972-06-06,3.0,15.0
152.8,140,1972-06-07,2.333,9.0
150.3,127,1972-06-08,1.667,6.0
149.1,112,1972-06-09,1.0,4.0
139.5,96,1972-06-10,1.333,5.0
144.0,89,1972-06-11,0.667,3.0
149.8,74,1972-06-12,1.333,5.0
138.9,68,1972-06-13,2.0,7.0
136.5,88,1972-06-14,2.667,12.0
139.5,125,1972-06-15,1.333,5.0
142.8,139,1972-06-16,2.667,12.0
149.7,149,1972-06-17,7.333,154.0
148.9,135,1972-06-18,4.0,27.0
143.1,125,1972-06-19,0.667,3.0
142.4,130,1972-06-20,1.667,6.0
139.0,142,1972-06-21,2.0,7.0
135.1,137,1972-06-22,3.667,22.0
130.7,130,1972-06-23,2.0,7.0
128.5,125,1972-06-24,2.333,9.0
125.6,118,1972-06-25,1.667,6.0
120.7,109,1972-06-26,1.667,6.0
121.8,112,1972-06-27,3.667,22.0
127.2,115,1972-06-28,1.667,6.0
132.3,110,1972-06-29,2.667,12.0
134.5,110,1972-06-30,0.333,2.0
132.9,96,1972-07-01,1.0,4.0
137.0,105,1972-07-02,3.0,15.0
139.9,116,1972-07-03,1.667,6.0
146.7,129,1972-07-04,1.0,4.0
150.2,147,1972-07-05,0.667,3.0
146.1,135,1972-07-06,2.0,7.0
143.2,129,1972-07-07,3.0,15.0
136.7,116,1972-07-08,0.667,3.0
127.0,106,1972-07-09,2.333,9.0
121.7,91,1972-07-10,1.667,6.0
123.5,88,1972-07-11,2.0,7.0
119.4,105,1972-07-12,2.0,7.0
120.0,119,1972-07-13,1.0,4.0
119.6,113,1972-07-14,1.0,4.0
117.6,86,1972-07-15,2.667,12.0
115.1,75,1972-07-16,2.0,7.0
114.6,84,1972-07-17,3.0,15.0
108.9,78,1972-07-18,1.0,4.0
108.9,93,1972-07-19,3.333,18.0
110.9,79,1972-07-20,0.667,3.0
111.7,93,1972-07-21,0.667,3.0
111.6,98,1972-07-22,3.333,18.0
109.6,92,1972-07-23,1.0,4.0
109.5,88,1972-07-24,5.667,67.0
112.3,88,1972-07-25,5.0,48.0
120.6,109,1972-07-26,3.0,15.0
127.2,116,1972-07-27,1.0,4.0
133.3,122,1972-07-28,1.0,4.0
139.0,144,1972-07-29,1.0,4.0
141.2,153,1972-07-30,1.667,6.0
150.1,163,1972-07-31,2.667,12.0
156.2,146,1972-08-01,1.667,6.0
150.3,132,1972-08-02,1.0,4.0
147.0,126,1972-08-03,0.667,3.0
146.0,120,1972-08-04,9.0,400.0
146.5,132,1972-08-05,5.667,67.0
143.4,120,1972-08-06,3.333,18.0
139.0,92,1972-08-07,2.0,7.0
125.3,85,1972-08-08,4.333,32.0
123.7,84,1972-08-09,3.333,18.0
118.6,67,1972-08-10,4.0,27.0
113.3,44,1972-08-11,4.0,27.0
107.6,71,1972-08-12,2.0,7.0
101.7,78,1972-08-13,1.333,5.0
97.9,57,1972-08-14,2.0,7.0
97.5,59,1972-08-15,2.333,9.0
100.6,81,1972-08-16,0.667,3.0
106.4,84,1972-08-17,2.0,7.0
109.5,81,1972-08-18,3.0,15.0
116.2,81,1972-08-19,2.0,7.0
117.8,85,1972-08-20,4.0,27.0
119.5,88,1972-08-21,3.333,18.0
127.2,120,1972-08-22,1.0,4.0
123.0,112,1972-08-23,0.333,2.0
122.6,116,1972-08-24,0.0,0.0
127.7,101,1972-08-25,3.0,15.0
137.4,112,1972-08-26,2.667,12.0
144.0,132,1972-08-27,1.333,5.0
147.2,167,1972-08-28,1.333,5.0
163.2,208,1972-08-29,2.333,9.0
163.3,200,1972-08-30,1.667,6.0
154.1,194,1972-08-31,1.0,4.0
144.3,180,1972-09-01,1.333,5.0
139.6,140,1972-09-02,2.667,12.0
129.4,112,1972-09-03,2.333,9.0
122.0,110,1972-09-04,2.0,7.0
117.1,113,1972-09-05,1.333,5.0
119.1,115,1972-09-06,2.0,7.0
110.4,103,1972-09-07,1.333,5.0
115.9,101,1972-09-08,2.667,12.0
112.9,84,1972-09-09,2.667,12.0
107.1,65,1972-09-10,1.667,6.0
102.7,61,1972-09-11,1.333,5.0
100.5,51,1972-09-12,0.333,2.0
94.5,45,1972-09-13,5.667,67.0
99.3,52,1972-09-14,3.333,18.0
103.4,64,1972-09-15,3.333,18.0
103.0,75,1972-09-16,4.0,27.0
100.3,62,1972-09-17,4.0,27.0
102.6,54,1972-09-18,1.333,5.0
106.2,47,1972-09-19,0.333,2.0
113.2,67,1972-09-20,0.667,3.0
113.3,85,1972-09-21,0.0,0.0
119.4,98,1972-09-22,1.667,6.0
125.1,92,1972-09-23,3.333,18.0
127.62663854097184,109,1972-09-24,3.333,18.0
125.44019171701017,116,1972-09-25,2.0,7.0
122.5,110,1972-09-26,1.667,6.0
118.3,109,1972-09-27,0.667,3.0
116.3,95,1972-09-28,3.0,15.0
115.2,99,1972-09-29,3.667,22.0
118.4,106,1972-09-30,2.0,7.0
114.7,99,1972-10-01,2.0,7.0
108.4,92,1972-10-02,2.0,7.0
107.3,103,1972-10-03,2.333,9.0
103.3,103,1972-10-04,0.333,2.0
100.5,95,1972-10-05,0.667,3.0
98.4,81,1972-10-06,1.333,5.0
96.0,76,1972-10-07,4.0,27.0
97.2,74,1972-10-08,0.333,2.0
100.5,48,1972-10-09,2.0,7.0
94.7,43,1972-10-10,2.333,9.0
93.5,48,1972-10-11,1.0,4.0
94.7,33,1972-10-12,4.667,39.0
94.5,22,1972-10-13,4.0,27.0
96.9,12,1972-10-14,3.0,15.0
102.0,21,1972-10-15,2.667,12.0
106.2,48,1972-10-16,1.667,6.0
112.1,43,1972-10-17,0.667,3.0
111.0,40,1972-10-18,4.333,32.0
117.0,62,1972-10-19,2.0,7.0
122.2,85,1972-10-20,2.333,9.0
132.7,98,1972-10-21,2.0,7.0
141.6,110,1972-10-22,3.333,18.0
151.0,120,1972-10-23,3.667,22.0
156.4,133,1972-10-24,2.333,9.0
171.8,149,1972-10-25,1.667,6.0
170.0,157,1972-10-26,2.0,7.0
167.6,156,1972-10-27,1.667,6.0
159.0,147,1972-10-28,2.0,7.0
152.71373180211768,126,1972-10-29,3.333,18.0
144.6,139,1972-10-30,2.667,12.0
140.1,132,1972-10-31,4.667,39.0
129.9,106,1972-11-01,4.0,27.0
121.8,95,1972-11-02,5.333,56.0
113.9,69,1972-11-03,1.333,5.0
105.8,43,1972-11-04,2.667,12.0
102.6,33,1972-11-05,1.0,4.0
93.2,28,1972-11-06,1.667,6.0
85.7,12,1972-11-07,2.0,7.0
82.5,11,1972-11-08,2.667,12.0
82.3,21,1972-11-09,1.667,6.0
84.7,18,1972-11-10,1.333,5.0
88.3,43,1972-11-11,1.0,4.0
88.7,47,1972-11-12,0.333,2.0
86.7,43,1972-11-13,1.0,4.0
85.0,39,1972-11-14,1.667,6.0
86.4,31,1972-11-15,4.0,27.0
89.5,36,1972-11-16,4.0,27.0
91.5,45,1972-11-17,2.667,12.0
94.5,40,1972-11-18,1.333,5.0
99.8,59,1972-11-19,2.667,12.0
109.4,82,1972-11-20,2.333,9.0
109.2,92,1972-11-21,1.667,6.0
110.9,98,1972-11-22,2.667,12.0
115.3,112,1972-11-23,2.0,7.0
115.4,109,1972-11-24,1.333,5.0
112.7,92,1972-11-25,3.333,18.0
108.5,81,1972-11-26,1.0,4.0
102.3,78,1972-11-27,2.667,12.0
97.5,86,1972-11-28,2.0,7.0
92.7,67,1972-11-29,2.0,7.0
95.1,61,1972-11-30,2.333,9.0
91.1,57,1972-12-01,0.333,2.0
89.4,44,1972-12-02,1.0,4.0
85.2,40,1972-12-03,2.0,7.0
82.3,35,1972-12-04,0.667,3.0
80.4,31,1972-12-05,1.333,5.0
77.7,26,1972-12-06,1.0,4.0
87.1,35,1972-12-07,0.333,2.0
91.6,41,1972-12-08,2.333,9.0
94.6,59,1972-12-09,2.0,7.0
97.1,75,1972-12-10,0.333,2.0
105.2,86,1972-12-11,1.0,4.0
108.9,91,1972-12-12,4.0,27.0
111.2,95,1972-12-13,4.0,27.0
114.8,98,1972-12-14,1.0,4.0
116.0,101,1972-12-15,6.667,111.0
110.2,93,1972-12-16,4.0,27.0
111.9,101,1972-12-17,1.667,6.0
112.4,82,1972-12-18,2.0,7.0
113.1,69,1972-12-19,3.0,15.0
111.4,76,1972-12-20,1.0,4.0
113.3,95,1972-12-21,1.0,4.0
107.9,84,1972-12-22,4.333,32.0
106.2,81,1972-12-23,3.0,15.0
101.2,68,1972-12-24,0.667,3.0
103.3,61,1972-12-25,2.333,9.0
97.7,55,1972-12-26,1.0,4.0
97.6,48,1972-12-27,0.333,2.0
91.9,37,1972-12-28,1.667,6.0
92.8,36,1972-12-29,3.333,18.0
91.9,41,1972-12-30,4.333,32.0
94.3,52,1972-12-31,3.667,22.0
93.9,64,1973-01-01,0.667,3.0
98.2,75,1973-01-02,0.333,2.0
105.1,86,1973-01-03,2.333,9.0
109.3,93,1973-01-04,3.0,15.0
113.3,105,1973-01-05,5.0,48.0
115.0,118,1973-01-06,3.333,18.0
112.3,93,1973-01-07,2.667,12.0
103.2,88,1973-01-08,2.333,9.0
103.7,95,1973-01-09,4.333,32.0
103.8,82,1973-01-10,3.0,15.0
102.8,74,1973-01-11,4.0,27.0
103.5,45,1973-01-12,3.0,15.0
100.9,45,1973-01-13,2.0,7.0
96.3,29,1973-01-14,1.333,5.0
94.6,24,1973-01-15,3.0,15.0
93.8,17,1973-01-16,2.667,12.0
94.2,39,1973-01-17,0.333,2.0
95.3,59,1973-01-18,0.333,2.0
94.8,67,1973-01-19,4.0,27.0
98.3,85,1973-01-20,4.333,32.0
97.9,88,1973-01-21,1.667,6.0
98.4,88,1973-01-22,1.667,6.0
97.2,85,1973-01-23,2.667,12.0
96.9,71,1973-01-24,4.667,39.0
95.7,55,1973-01-25,3.0,15.0
95.3,39,1973-01-26,3.667,22.0
93.4,21,1973-01-27,4.333,32.0
91.7,21,1973-01-28,4.0,27.0
91.4,19,1973-01-29,4.0,27.0
89.8,24,1973-01-30,2.667,12.0
87.7,21,1973-01-31,2.333,9.0
88.6,21,1973-02-01,3.0,15.0
88.6,25,1973-02-02,4.0,27.0
93.2,32,1973-02-03,2.333,9.0
94.1,31,1973-02-04,1.667,6.0
94.3,58,1973-02-05,2.667,12.0
95.3,45,1973-02-06,2.0,7.0
98.5,48,1973-02-07,3.333,18.0
100.5,75,1973-02-08,4.333,32.0
101.0,85,1973-02-09,2.333,9.0
102.1,86,1973-02-10,3.0,15.0
101.2,84,1973-02-11,1.667,6.0
104.7,113,1973-02-12,1.667,6.0
104.7,118,1973-02-13,2.667,12.0
105.6,120,1973-02-14,2.667,12.0
104.8,105,1973-02-15,1.0,4.0
98.7,76,1973-02-16,4.0,27.0
94.3,57,1973-02-17,1.333,5.0
90.7,40,1973-02-18,3.667,22.0
89.0,26,1973-02-19,3.333,18.0
89.4,43,1973-02-20,2.667,12.0
89.9,44,1973-02-21,6.667,111.0
89.8,45,1973-02-22,6.0,80.0
91.5,52,1973-02-23,5.0,48.0
93.7,59,1973-02-24,5.667,67.0
97.2,62,1973-02-25,4.333,32.0
95.7,52,1973-02-26,5.0,48.0
98.2,51,1973-02-27,4.667,39.0
101.0,51,1973-02-28,2.667,12.0
99.5,57,1973-03-01,3.667,22.0
101.6,54,1973-03-02,4.667,39.0
97.8,50,1973-03-03,2.0,7.0
96.6,45,1973-03-04,1.333,5.0
94.8,32,1973-03-05,2.333,9.0
98.9,45,1973-03-06,2.0,7.0
92.2,54,1973-03-07,1.0,4.0
98.9,71,1973-03-08,2.0,7.0
104.7,75,1973-03-09,2.0,7.0
105.6,95,1973-03-10,2.667,12.0
113.4,98,1973-03-11,2.0,7.0
114.5,120,1973-03-12,2.333,9.0
118.9,132,1973-03-13,0.333,2.0
114.0,118,1973-03-14,1.0,4.0
107.2,103,1973-03-15,0.333,2.0
106.9,91,1973-03-16,2.333,9.0
101.5,74,1973-03-17,2.0,7.0
94.9,62,1973-03-18,5.0,48.0
96.7,54,1973-03-19,7.0,132.0
91.0,33,1973-03-20,6.333,94.0
87.4,29,1973-03-21,5.333,56.0
90.3,43,1973-03-22,5.0,48.0
87.1,52,1973-03-23,5.667,67.0
89.4,41,1973-03-24,5.667,67.0
90.1,39,1973-03-25,5.0,48.0
88.6,33,1973-03-26,4.0,27.0
92.1,45,1973-03-27,4.333,32.0
94.2,61,1973-03-28,4.333,32.0
99.0,65,1973-03-29,4.333,32.0
102.8,71,1973-03-30,3.667,22.0
110.3,84,1973-03-31,5.333,56.0
115.0,92,1973-04-01,7.667,179.0
118.2,112,1973-04-02,2.667,12.0
129.4,132,1973-04-03,2.0,7.0
122.3,132,1973-04-04,1.0,4.0
117.8,106,1973-04-05,0.667,3.0
112.7,106,1973-04-06,1.667,6.0
110.4,108,1973-04-07,0.667,3.0
121.0,101,1973-04-08,1.333,5.0
120.5,120,1973-04-09,1.0,4.0
115.5,92,1973-04-10,1.333,5.0
110.3,88,1973-04-11,2.0,7.0
103.5,65,1973-04-12,1.0,4.0
99.4,58,1973-04-13,2.667,12.0
92.7,52,1973-04-14,2.333,9.0
89.5,50,1973-04-15,2.667,12.0
85.0,41,1973-04-16,4.667,39.0
82.1,24,1973-04-17,4.667,39.0
80.9,22,1973-04-18,4.667,39.0
82.9,43,1973-04-19,6.0,80.0
86.3,52,1973-04-20,4.667,39.0
95.3,64,1973-04-21,4.333,32.0
105.0,88,1973-04-22,4.333,32.0
109.2,103,1973-04-23,1.667,6.0
109.0,101,1973-04-24,2.667,12.0
109.3,95,1973-04-25,3.667,22.0
110.1,95,1973-04-26,4.667,39.0
111.6,92,1973-04-27,2.667,12.0
112.6,85,1973-04-28,5.333,56.0
109.5,76,1973-04-29,4.333,32.0
106.2,59,1973-04-30,3.333,18.0
111.8,35,1973-05-01,4.667,39.0
115.0,65,1973-05-02,4.0,27.0
117.2,91,1973-05-03,2.0,7.0
116.0,109,1973-05-04,3.0,15.0
115.0,130,1973-05-05,1.0,4.0
109.8,96,1973-05-06,4.333,32.0
103.4,116,1973-05-07,2.333,9.0
100.0,74,1973-05-08,3.333,18.0
95.1,43,1973-05-09,3.0,15.0
90.9,36,1973-05-10,0.333,2.0
87.1,37,1973-05-11,2.667,12.0
86.8,26,1973-05-12,2.0,7.0
85.2,11,1973-05-13,5.333,56.0
89.3,11,1973-05-14,4.667,39.0
90.2,36,1973-05-15,5.333,56.0
89.5,47,1973-05-16,6.0,80.0
91.4,48,1973-05-17,3.0,15.0
95.4,58,1973-05-18,3.667,22.0
99.4,59,1973-05-19,3.667,22.0
104.7,65,1973-05-20,3.667,22.0
102.2,74,1973-05-21,3.667,22.0
103.1,79,1973-05-22,3.0,15.0
99.6,67,1973-05-23,2.667,12.0
104.5,81,1973-05-24,0.333,2.0
104.7,91,1973-05-25,1.333,5.0
101.0,69,1973-05-26,2.0,7.0
99.9,72,1973-05-27,3.333,18.0
94.1,45,1973-05-28,1.0,4.0
93.3,41,1973-05-29,0.667,3.0
90.8,31,1973-05-30,0.333,2.0
87.2,25,1973-05-31,1.667,6.0
85.2,12,1973-06-01,0.667,3.0
83.1,12,1973-06-02,2.667,12.0
81.5,24,1973-06-03,3.0,15.0
81.0,21,1973-06-04,4.0,27.0
82.5,11,1973-06-05,2.0,7.0
85.1,24,1973-06-06,1.0,4.0
85.3,52,1973-06-07,0.333,2.0
87.5,58,1973-06-08,2.333,9.0
88.9,44,1973-06-09,3.0,15.0
91.0,54,1973-06-10,6.333,94.0
92.9,85,1973-06-11,3.667,22.0
93.7,82,1973-06-12,4.333,32.0
96.2,74,1973-06-13,4.333,32.0
97.7,76,1973-06-14,2.667,12.0
98.2,68,1973-06-15,3.333,18.0
95.2,64,1973-06-16,3.0,15.0
89.8,51,1973-06-17,4.0,27.0
91.4,26,1973-06-18,4.0,27.0
99.1,54,1973-06-19,4.667,39.0
105.3,72,1973-06-20,2.333,9.0
108.8,106,1973-06-21,1.0,4.0
109.4,93,1973-06-22,1.0,4.0
108.8,76,1973-06-23,3.333,18.0
106.1,72,1973-06-24,2.0,7.0
101.4,69,1973-06-25,2.333,9.0
100.2,65,1973-06-26,0.333,2.0
94.8,61,1973-06-27,1.667,6.0
95.2,59,1973-06-28,5.0,48.0
95.1,72,1973-06-29,3.0,15.0
94.1,47,1973-06-30,3.667,22.0
90.9,41,1973-07-01,2.0,7.0
93.0,44,1973-07-02,2.333,9.0
93.5,55,1973-07-03,1.0,4.0
94.9,45,1973-07-04,1.333,5.0
97.9,59,1973-07-05,0.333,2.0
99.3,79,1973-07-06,0.333,2.0
99.9,81,1973-07-07,0.333,2.0
97.6,71,1973-07-08,3.0,15.0
98.6,54,1973-07-09,1.0,4.0
100.5,45,1973-07-10,1.0,4.0
93.9,33,1973-07-11,2.667,12.0
85.5,21,1973-07-12,2.0,7.0
80.3,22,1973-07-13,2.333,9.0
79.6,15,1973-07-14,2.667,12.0
78.7,24,1973-07-15,5.0,48.0
79.5,14,1973-07-16,2.333,9.0
78.1,40,1973-07-17,1.667,6.0
83.5,59,1973-07-18,1.333,5.0
81.6,33,1973-07-19,3.333,18.0
79.5,12,1973-07-20,1.667,6.0
79.4,12,1973-07-21,2.0,7.0
77.6,21,1973-07-22,1.333,5.0
78.6,0,1973-07-23,3.0,15.0
81.6,14,1973-07-24,2.0,7.0
83.8,21,1973-07-25,1.333,5.0
85.0,12,1973-07-26,5.333,56.0
85.5,14,1973-07-27,3.333,18.0
84.2,15,1973-07-28,2.333,9.0
86.10293864360781,25,1973-07-29,4.0,27.0
86.0,17,1973-07-30,3.0,15.0
86.6,32,1973-07-31,2.0,7.0
86.9,51,1973-08-01,2.333,9.0
86.8,40,1973-08-02,0.667,3.0
84.9,31,1973-08-03,3.0,15.0
86.2,40,1973-08-04,3.333,18.0
85.1,48,1973-08-05,2.0,7.0
88.8,57,1973-08-06,0.333,2.0
88.0230060621888,59,1973-08-07,1.667,6.0
87.5,57,1973-08-08,2.0,7.0
87.0,54,1973-08-09,0.667,3.0
83.4,39,1973-08-10,0.667,3.0
78.9,33,1973-08-11,0.667,3.0
76.3,0,1973-08-12,3.333,18.0
74.7,0,1973-08-13,3.0,15.0
74.1,0,1973-08-14,1.667,6.0
72.6,0,1973-08-15,1.333,5.0
74.1,0,1973-08-16,1.0,4.0
75.0,0,1973-08-17,0.667,3.0
